Date,Hum,Hum1,Hum2,Hum3,Hum4,Hum5,Hum6,Hum7,Hum8,Hum9,Hum10,Hum11,Hum12,Hum13,Hum14,Hum15,Hum16,Hum17,Hum18,Hum19,Hum20,Hum21,Hum22,Hum23,Hum24,Hum25,Hum26,Hum27,Hum28,Hum29,Hum30,Hum31
2011-01-11,70.3,44.0,96.6,164.5,213.3,266.8,329.7,396.1,462.5,524.8,585.8,643.0999999999999,713.4999999999999,768.8999999999999,849.6999999999998,921.9999999999998,969.8999999999997,1010.3999999999997,1046.4999999999998,1098.4999999999998,1160.0999999999997,1209.1999999999996,1280.1999999999996,1348.0999999999997,1399.4999999999998,1473.9999999999998,1520.0999999999997,1557.8999999999996,1601.1999999999996,1639.2999999999995,1670.6999999999996,1670.6999999999996
2011-01-12,44.6,70.3,114.3,166.9,234.8,283.6,337.1,400.0,466.4,532.8,595.0999999999999,656.0999999999999,713.3999999999999,783.7999999999998,839.1999999999998,919.9999999999998,992.2999999999997,1040.1999999999998,1080.6999999999998,1116.7999999999997,1168.7999999999997,1230.3999999999996,1279.4999999999995,1350.4999999999995,1418.3999999999996,1469.7999999999997,1544.2999999999997,1590.3999999999996,1628.1999999999996,1671.4999999999995,1709.5999999999995,1709.5999999999995
2011-01-13,47.0,44.6,114.9,158.9,211.5,279.4,328.2,381.7,444.59999999999997,511.0,577.4,639.6999999999999,700.6999999999999,757.9999999999999,828.3999999999999,883.7999999999998,964.5999999999998,1036.8999999999999,1084.8,1125.3,1161.3999999999999,1213.3999999999999,1274.9999999999998,1324.0999999999997,1395.0999999999997,1462.9999999999998,1514.3999999999999,1588.8999999999999,1634.9999999999998,1672.7999999999997,1716.0999999999997,1716.0999999999997
2011-01-14,59.1,47.0,91.6,161.89999999999998,205.89999999999998,258.5,326.4,375.2,428.7,491.59999999999997,558.0,624.4,686.6999999999999,747.6999999999999,804.9999999999999,875.3999999999999,930.7999999999998,1011.5999999999998,1083.8999999999999,1131.8,1172.3,1208.3999999999999,1260.3999999999999,1321.9999999999998,1371.0999999999997,1442.0999999999997,1509.9999999999998,1561.3999999999999,1635.8999999999999,1681.9999999999998,1719.7999999999997,1719.7999999999997
2011-01-15,40.0,59.1,106.1,150.7,221.0,265.0,317.6,385.5,434.3,487.8,550.7,617.1,683.5,745.8,806.8,864.0999999999999,934.4999999999999,989.8999999999999,1070.6999999999998,1142.9999999999998,1190.8999999999999,1231.3999999999999,1267.4999999999998,1319.4999999999998,1381.0999999999997,1430.1999999999996,1501.1999999999996,1569.0999999999997,1620.4999999999998,1694.9999999999998,1741.0999999999997,1741.0999999999997
2011-01-16,45.4,40.0,99.1,146.1,190.7,261.0,305.0,357.6,425.5,474.3,527.8,590.6999999999999,657.0999999999999,723.4999999999999,785.7999999999998,846.7999999999998,904.0999999999998,974.4999999999998,1029.8999999999999,1110.6999999999998,1182.9999999999998,1230.8999999999999,1271.3999999999999,1307.4999999999998,1359.4999999999998,1421.0999999999997,1470.1999999999996,1541.1999999999996,1609.0999999999997,1660.4999999999998,1734.9999999999998,1734.9999999999998
2011-01-17,49.8,45.4,85.4,144.5,191.5,236.1,306.4,350.4,403.0,470.9,519.6999999999999,573.1999999999999,636.0999999999999,702.4999999999999,768.8999999999999,831.1999999999998,892.1999999999998,949.4999999999998,1019.8999999999997,1075.2999999999997,1156.0999999999997,1228.3999999999996,1276.2999999999997,1316.7999999999997,1352.8999999999996,1404.8999999999996,1466.4999999999995,1515.5999999999995,1586.5999999999995,1654.4999999999995,1705.8999999999996,1705.8999999999996
2011-01-18,48.9,49.8,95.19999999999999,135.2,194.29999999999998,241.29999999999998,285.9,356.2,400.2,452.8,520.7,569.5,623.0,685.9,752.3,818.6999999999999,880.9999999999999,941.9999999999999,999.2999999999998,1069.6999999999998,1125.1,1205.8999999999999,1278.1999999999998,1326.1,1366.6,1402.6999999999998,1454.6999999999998,1516.2999999999997,1565.3999999999996,1636.3999999999996,1704.2999999999997,1704.2999999999997
2011-01-19,46.4,48.9,98.69999999999999,144.1,184.1,243.2,290.2,334.8,405.1,449.1,501.70000000000005,569.6,618.4,671.9,734.8,801.1999999999999,867.5999999999999,929.8999999999999,990.8999999999999,1048.1999999999998,1118.6,1174.0,1254.8,1327.1,1375.0,1415.5,1451.6,1503.6,1565.1999999999998,1614.2999999999997,1685.2999999999997,1685.2999999999997
2011-01-20,43.6,46.4,95.3,145.1,190.5,230.5,289.6,336.6,381.20000000000005,451.50000000000006,495.50000000000006,548.1,616.0,664.8,718.3,781.1999999999999,847.5999999999999,913.9999999999999,976.2999999999998,1037.2999999999997,1094.5999999999997,1164.9999999999998,1220.3999999999999,1301.1999999999998,1373.4999999999998,1421.3999999999999,1461.8999999999999,1497.9999999999998,1549.9999999999998,1611.5999999999997,1660.6999999999996,1660.6999999999996
2011-01-21,44.4,43.6,90.0,138.9,188.7,234.1,274.1,333.20000000000005,380.20000000000005,424.80000000000007,495.1000000000001,539.1000000000001,591.7000000000002,659.6000000000001,708.4000000000001,761.9000000000001,824.8000000000001,891.2,957.6,1019.9,1080.9,1138.2,1208.6000000000001,1264.0000000000002,1344.8000000000002,1417.1000000000001,1465.0000000000002,1505.5000000000002,1541.6000000000001,1593.6000000000001,1655.2,1655.2
2011-01-22,59.8,44.4,88.0,134.4,183.3,233.10000000000002,278.5,318.5,377.6,424.6,469.20000000000005,539.5,583.5,636.1,704.0,752.8,806.3,869.1999999999999,935.5999999999999,1001.9999999999999,1064.3,1125.3,1182.6,1253.0,1308.4,1389.2,1461.5,1509.4,1549.9,1586.0,1638.0,1638.0
2011-01-23,72.5,59.8,104.19999999999999,147.79999999999998,194.2,243.1,292.9,338.29999999999995,378.29999999999995,437.4,484.4,529.0,599.3,643.3,695.9,763.8,812.5999999999999,866.0999999999999,928.9999999999999,995.3999999999999,1061.8,1124.1,1185.1,1242.3999999999999,1312.8,1368.2,1449.0,1521.3,1569.2,1609.7,1645.8,1645.8
2011-01-24,60.8,72.5,132.3,176.70000000000002,220.3,266.7,315.59999999999997,365.4,410.79999999999995,450.79999999999995,509.9,556.9,601.5,671.8,715.8,768.4,836.3,885.0999999999999,938.5999999999999,1001.4999999999999,1067.8999999999999,1134.3,1196.6,1257.6,1314.8999999999999,1385.3,1440.7,1521.5,1593.8,1641.7,1682.2,1682.2
2011-01-25,60.1,60.8,133.3,193.10000000000002,237.50000000000003,281.1,327.5,376.4,426.2,471.59999999999997,511.59999999999997,570.6999999999999,617.6999999999999,662.3,732.5999999999999,776.5999999999999,829.1999999999999,897.0999999999999,945.8999999999999,999.3999999999999,1062.3,1128.7,1195.1000000000001,1257.4,1318.4,1375.7,1446.1000000000001,1501.5000000000002,1582.3000000000002,1654.6000000000001,1702.5000000000002,1702.5000000000002
2011-01-26,51.5,60.1,120.9,193.4,253.2,297.59999999999997,341.2,387.59999999999997,436.49999999999994,486.29999999999995,531.6999999999999,571.6999999999999,630.8,677.8,722.4,792.6999999999999,836.6999999999999,889.3,957.1999999999999,1005.9999999999999,1059.5,1122.4,1188.8000000000002,1255.2000000000003,1317.5000000000002,1378.5000000000002,1435.8000000000002,1506.2000000000003,1561.6000000000004,1642.4000000000003,1714.7000000000003,1714.7000000000003
2011-01-27,47.3,51.5,111.6,172.39999999999998,244.89999999999998,304.7,349.09999999999997,392.7,439.09999999999997,487.99999999999994,537.8,583.1999999999999,623.1999999999999,682.3,729.3,773.9,844.1999999999999,888.1999999999999,940.8,1008.6999999999999,1057.5,1111.0,1173.9,1240.3000000000002,1306.7000000000003,1369.0000000000002,1430.0000000000002,1487.3000000000002,1557.7000000000003,1613.1000000000004,1693.9000000000003,1693.9000000000003
2011-01-28,43.3,47.3,98.8,158.9,219.7,292.2,352.0,396.4,440.0,486.4,535.3,585.0999999999999,630.4999999999999,670.4999999999999,729.5999999999999,776.5999999999999,821.1999999999999,891.4999999999999,935.4999999999999,988.0999999999999,1056.0,1104.8,1158.3,1221.2,1287.6000000000001,1354.0000000000002,1416.3000000000002,1477.3000000000002,1534.6000000000001,1605.0000000000002,1660.4000000000003,1660.4000000000003
2011-01-29,43.1,43.3,90.6,142.1,202.2,263.0,335.5,395.3,439.7,483.3,529.7,578.6,628.4,673.8,713.8,772.9,819.9,864.5,934.8,978.8,1031.3999999999999,1099.3,1148.1,1201.6,1264.5,1330.9,1397.3000000000002,1459.6000000000001,1520.6000000000001,1577.9,1648.3000000000002,1648.3000000000002
2011-01-30,43.5,43.1,86.4,133.7,185.2,245.29999999999998,306.09999999999997,378.59999999999997,438.4,482.79999999999995,526.4,572.8,621.6999999999999,671.4999999999999,716.8999999999999,756.8999999999999,815.9999999999999,862.9999999999999,907.5999999999999,977.8999999999999,1021.8999999999999,1074.4999999999998,1142.3999999999999,1191.1999999999998,1244.6999999999998,1307.6,1374.0,1440.4,1502.7,1563.7,1621.0,1621.0
2011-01-31,61.5,43.5,86.6,129.89999999999998,177.2,228.7,288.8,349.6,422.1,481.90000000000003,526.3000000000001,569.9000000000001,616.3000000000001,665.2,715.0,760.4,800.4,859.5,906.5,951.1,1021.4,1065.4,1118.0,1185.9,1234.7,1288.2,1351.1000000000001,1417.5000000000002,1483.9000000000003,1546.2000000000003,1607.2000000000003,1664.5000000000002
2011-02-01,68.0,43.5,86.6,129.89999999999998,177.2,228.7,288.8,349.6,422.1,481.90000000000003,526.3000000000001,569.9000000000001,616.3000000000001,665.2,715.0,760.4,800.4,859.5,906.5,951.1,1021.4,1065.4,1118.0,1185.9,1234.7,1288.2,1351.1000000000001,1417.5000000000002,1483.9000000000003,1546.2000000000003,1603.5000000000002,1603.5000000000002
2011-02-02,60.9,68.0,111.5,154.6,197.89999999999998,245.2,296.7,356.8,417.6,490.1,549.9,594.3,637.9,684.3,733.1999999999999,782.9999999999999,828.3999999999999,868.3999999999999,927.4999999999999,974.4999999999999,1019.0999999999999,1089.3999999999999,1133.3999999999999,1185.9999999999998,1253.8999999999999,1302.6999999999998,1356.1999999999998,1419.1,1485.5,1551.9,1609.2,1609.2
2011-02-03,75.9,60.9,128.9,172.4,215.5,258.8,306.1,357.6,417.70000000000005,478.50000000000006,551.0,610.8,655.1999999999999,698.8,745.1999999999999,794.0999999999999,843.8999999999999,889.2999999999998,929.2999999999998,988.3999999999999,1035.3999999999999,1079.9999999999998,1150.2999999999997,1194.2999999999997,1246.8999999999996,1314.7999999999997,1363.5999999999997,1417.0999999999997,1479.9999999999998,1546.3999999999999,1603.6999999999998,1603.6999999999998
2011-02-04,77.8,75.9,136.8,204.8,248.3,291.40000000000003,334.70000000000005,382.00000000000006,433.50000000000006,493.6000000000001,554.4000000000001,626.9000000000001,686.7,731.1,774.7,821.1,870.0,919.8,965.1999999999999,1005.1999999999999,1064.3,1111.3,1155.8999999999999,1226.1999999999998,1270.1999999999998,1322.7999999999997,1390.6999999999998,1439.4999999999998,1492.9999999999998,1555.8999999999999,1613.1999999999998,1613.1999999999998
2011-02-05,72.9,77.8,153.7,214.6,282.6,326.1,369.20000000000005,412.50000000000006,459.80000000000007,511.30000000000007,571.4000000000001,632.2,704.7,764.5,808.9,852.5,898.9,947.8,997.5999999999999,1043.0,1083.0,1142.1,1189.1,1233.6999999999998,1303.9999999999998,1347.9999999999998,1400.5999999999997,1468.4999999999998,1517.2999999999997,1570.7999999999997,1628.0999999999997,1628.0999999999997
2011-02-06,75.4,72.9,150.7,226.6,287.5,355.5,399.0,442.1,485.40000000000003,532.7,584.2,644.3000000000001,705.1,777.6,837.4,881.8,925.4,971.8,1020.6999999999999,1070.5,1115.9,1155.9,1215.0,1262.0,1306.6,1376.8999999999999,1420.8999999999999,1473.4999999999998,1541.3999999999999,1590.1999999999998,1647.4999999999998,1647.4999999999998
2011-02-07,63.6,75.4,148.3,226.10000000000002,302.0,362.9,430.9,474.4,517.5,560.8,608.0999999999999,659.5999999999999,719.6999999999999,780.4999999999999,852.9999999999999,912.7999999999998,957.1999999999998,1000.7999999999998,1047.1999999999998,1096.1,1145.8999999999999,1191.3,1231.3,1290.3999999999999,1337.3999999999999,1381.9999999999998,1452.2999999999997,1496.2999999999997,1548.8999999999996,1616.7999999999997,1674.0999999999997,1674.0999999999997
2011-02-08,44.9,63.6,139.0,211.9,289.7,365.6,426.5,494.5,538.0,581.1,624.4,671.6999999999999,723.1999999999999,783.3,844.0999999999999,916.5999999999999,976.3999999999999,1020.7999999999998,1064.3999999999999,1110.8,1159.7,1209.5,1254.9,1294.9,1354.0,1401.0,1445.6,1515.8999999999999,1559.8999999999999,1612.4999999999998,1669.7999999999997,1669.7999999999997
2011-02-09,46.5,44.9,108.5,183.9,256.8,334.6,410.5,471.4,539.4,582.9,626.0,669.3,716.5999999999999,768.0999999999999,828.1999999999999,888.9999999999999,961.4999999999999,1021.2999999999998,1065.6999999999998,1109.2999999999997,1155.6999999999998,1204.6,1254.3999999999999,1299.8,1339.8,1398.8999999999999,1445.8999999999999,1490.4999999999998,1560.7999999999997,1604.7999999999997,1662.0999999999997,1662.0999999999997
2011-02-10,35.0,46.5,91.4,155.0,230.4,303.3,381.1,457.0,517.9,585.9,629.4,672.5,715.8,763.0999999999999,814.5999999999999,874.6999999999999,935.4999999999999,1007.9999999999999,1067.8,1112.2,1155.8,1202.2,1251.1000000000001,1300.9,1346.3000000000002,1386.3000000000002,1445.4,1492.4,1537.0,1607.3,1664.6,1664.6
2011-02-11,42.0,35.0,81.5,126.4,190.0,265.4,338.29999999999995,416.09999999999997,492.0,552.9,620.9,664.4,707.5,750.8,798.0999999999999,849.5999999999999,909.6999999999999,970.4999999999999,1043.0,1102.8,1147.2,1190.8,1237.2,1286.1000000000001,1335.9,1381.3000000000002,1421.3000000000002,1480.4,1527.4,1572.0,1629.3,1629.3
2011-02-12,43.0,42.0,77.0,123.5,168.4,232.0,307.4,380.29999999999995,458.09999999999997,534.0,594.9,662.9,706.4,749.5,792.8,840.0999999999999,891.5999999999999,951.6999999999999,1012.4999999999999,1085.0,1144.8,1189.2,1232.8,1279.2,1328.1000000000001,1377.9,1423.3000000000002,1463.3000000000002,1522.4,1569.4,1626.7,1626.7
2011-02-13,39.5,43.0,85.0,120.0,166.5,211.4,275.0,350.4,423.29999999999995,501.09999999999997,577.0,637.9,705.9,749.4,792.5,835.8,883.0999999999999,934.5999999999999,994.6999999999999,1055.5,1128.0,1187.8,1232.2,1275.8,1322.2,1371.1000000000001,1420.9,1466.3000000000002,1506.3000000000002,1565.4,1622.7,1622.7
2011-02-14,46.5,39.5,82.5,124.5,159.5,206.0,250.9,314.5,389.9,462.79999999999995,540.5999999999999,616.4999999999999,677.3999999999999,745.3999999999999,788.8999999999999,831.9999999999999,875.2999999999998,922.5999999999998,974.0999999999998,1034.1999999999998,1094.9999999999998,1167.4999999999998,1227.2999999999997,1271.6999999999998,1315.2999999999997,1361.6999999999998,1410.6,1460.3999999999999,1505.8,1545.8,1603.1,1603.1
2011-02-15,52.1,46.5,86.0,129.0,171.0,206.0,252.5,297.4,361.0,436.4,509.29999999999995,587.0999999999999,662.9999999999999,723.8999999999999,791.8999999999999,835.3999999999999,878.4999999999999,921.7999999999998,969.0999999999998,1020.5999999999998,1080.6999999999998,1141.4999999999998,1213.9999999999998,1273.7999999999997,1318.1999999999998,1361.7999999999997,1408.1999999999998,1457.1,1506.8999999999999,1552.3,1609.6,1609.6
2011-02-16,55.5,52.1,98.6,138.1,181.1,223.1,258.1,304.6,349.5,413.1,488.5,561.4,639.1999999999999,715.0999999999999,775.9999999999999,843.9999999999999,887.4999999999999,930.5999999999999,973.8999999999999,1021.1999999999998,1072.6999999999998,1132.7999999999997,1193.5999999999997,1266.0999999999997,1325.8999999999996,1370.2999999999997,1413.8999999999996,1460.2999999999997,1509.1999999999998,1558.9999999999998,1616.2999999999997,1616.2999999999997
2011-02-17,62.0,55.5,107.6,154.1,193.6,236.6,278.6,313.6,360.1,405.0,468.6,544.0,616.9,694.6999999999999,770.5999999999999,831.4999999999999,899.4999999999999,942.9999999999999,986.0999999999999,1029.3999999999999,1076.6999999999998,1128.1999999999998,1188.2999999999997,1249.0999999999997,1321.5999999999997,1381.3999999999996,1425.7999999999997,1469.3999999999996,1515.7999999999997,1564.6999999999998,1621.9999999999998,1621.9999999999998
2011-02-18,51.5,62.0,117.5,169.6,216.1,255.6,298.6,340.6,375.6,422.1,467.0,530.6,606.0,678.9,756.6999999999999,832.5999999999999,893.4999999999999,961.4999999999999,1004.9999999999999,1048.1,1091.3999999999999,1138.6999999999998,1190.1999999999998,1250.2999999999997,1311.0999999999997,1383.5999999999997,1443.3999999999996,1487.7999999999997,1531.3999999999996,1577.7999999999997,1635.0999999999997,1635.0999999999997
2011-02-19,50.8,51.5,113.5,169.0,221.1,267.6,307.1,350.1,392.1,427.1,473.6,518.5,582.1,657.5,730.4,808.1999999999999,884.0999999999999,944.9999999999999,1012.9999999999999,1056.5,1099.6,1142.8999999999999,1190.1999999999998,1241.6999999999998,1301.7999999999997,1362.5999999999997,1435.0999999999997,1494.8999999999996,1539.2999999999997,1582.8999999999996,1640.1999999999996,1640.1999999999996
2011-02-20,43.9,50.8,102.3,164.3,219.8,271.90000000000003,318.40000000000003,357.90000000000003,400.90000000000003,442.90000000000003,477.90000000000003,524.4000000000001,569.3000000000001,632.9000000000001,708.3000000000001,781.2,859.0,934.9,995.8,1063.8,1107.3,1150.3999999999999,1193.6999999999998,1240.9999999999998,1292.4999999999998,1352.5999999999997,1413.3999999999996,1485.8999999999996,1545.6999999999996,1590.0999999999997,1647.3999999999996,1647.3999999999996
2011-02-21,43.5,43.9,94.69999999999999,146.2,208.2,263.7,315.8,362.3,401.8,444.8,486.8,521.8,568.3,613.1999999999999,676.8,752.1999999999999,825.0999999999999,902.8999999999999,978.7999999999998,1039.6999999999998,1107.6999999999998,1151.1999999999998,1194.2999999999997,1237.5999999999997,1284.8999999999996,1336.3999999999996,1396.4999999999995,1457.2999999999995,1529.7999999999995,1589.5999999999995,1646.8999999999994,1646.8999999999994
2011-02-22,48.1,43.5,87.4,138.2,189.7,251.7,307.2,359.3,405.8,445.3,488.3,530.3,565.3,611.8,656.6999999999999,720.3,795.6999999999999,868.5999999999999,946.3999999999999,1022.2999999999998,1083.1999999999998,1151.1999999999998,1194.6999999999998,1237.7999999999997,1281.0999999999997,1328.3999999999996,1379.8999999999996,1439.9999999999995,1500.7999999999995,1573.2999999999995,1630.5999999999995,1630.5999999999995
2011-02-23,52.1,48.1,91.6,135.5,186.3,237.8,299.8,355.3,407.40000000000003,453.90000000000003,493.40000000000003,536.4000000000001,578.4000000000001,613.4000000000001,659.9000000000001,704.8000000000001,768.4000000000001,843.8000000000001,916.7,994.5,1070.4,1131.3000000000002,1199.3000000000002,1242.8000000000002,1285.9,1329.2,1376.5,1428.0,1488.1,1548.8999999999999,1606.1999999999998,1606.1999999999998
2011-02-24,57.4,52.1,100.2,143.7,187.6,238.39999999999998,289.9,351.9,407.4,459.5,506.0,545.5,588.5,630.5,665.5,712.0,756.9,820.5,895.9,968.8,1046.6,1122.5,1183.4,1251.4,1294.9,1338.0,1381.3,1428.6,1480.1,1540.1999999999998,1597.4999999999998,1597.4999999999998
2011-02-25,42.9,57.4,109.5,157.6,201.1,245.0,295.8,347.3,409.3,464.8,516.9,563.4,602.9,645.9,687.9,722.9,769.4,814.3,877.9,953.3,1026.2,1104.0,1179.9,1240.8000000000002,1308.8000000000002,1352.3000000000002,1395.4,1438.7,1486.0,1537.5,1594.8,1594.8
2011-02-26,36.1,42.9,100.3,152.4,200.5,244.0,287.9,338.7,390.2,452.2,507.7,559.8,606.3,645.8,688.8,730.8,765.8,812.3,857.1999999999999,920.8,996.1999999999999,1069.1,1146.8999999999999,1222.8,1283.7,1351.7,1395.2,1438.3,1481.6,1528.8999999999999,1586.1999999999998,1586.1999999999998
2011-02-27,84.8,36.1,79.0,136.4,188.5,236.6,280.1,324.0,374.8,426.3,488.3,543.8,595.9,642.4,681.9,724.9,766.9,801.9,848.4,893.3,956.9,1032.3,1105.2,1183.0,1258.9,1319.8000000000002,1387.8000000000002,1431.3000000000002,1474.4,1517.7,1575.0,1575.0
2011-02-28,73.8,84.8,120.9,163.8,221.20000000000002,273.3,321.40000000000003,364.90000000000003,408.8,459.6,511.1,573.1,628.6,680.7,727.2,766.7,809.7,851.7,886.7,933.2,978.1,1041.7,1117.1000000000001,1190.0000000000002,1267.8000000000002,1343.7000000000003,1404.6000000000004,1472.6000000000004,1516.1000000000004,1559.2000000000003,1616.5000000000002,1616.5000000000002
2011-03-01,74.5,0.0,0.0,0.0,73.8,158.6,194.7,237.6,295.0,347.1,395.20000000000005,438.70000000000005,482.6,533.4,584.9,646.9,702.4,754.5,801.0,840.5,883.5,925.5,960.5,1007.0,1051.9,1115.5,1190.9,1263.8000000000002,1341.6000000000001,1417.5000000000002,1478.4000000000003,1521.9000000000003
2011-03-02,40.5,74.5,74.5,74.5,74.5,148.3,233.10000000000002,269.20000000000005,312.1,369.5,421.6,469.70000000000005,513.2,557.1,607.9,659.4,721.4,776.9,829.0,875.5,915.0,958.0,1000.0,1035.0,1081.5,1126.4,1190.0,1265.4,1338.3000000000002,1416.1000000000001,1492.0000000000002,1535.5000000000002
2011-03-03,42.6,40.5,115.0,115.0,115.0,115.0,188.8,273.6,309.70000000000005,352.6,410.0,462.1,510.20000000000005,553.7,597.6,648.4,699.9,761.9,817.4,869.5,916.0,955.5,998.5,1040.5,1075.5,1122.0,1166.9,1230.5,1305.9,1378.8000000000002,1456.6000000000001,1500.1000000000001
2011-03-04,50.6,42.6,83.1,157.6,157.6,157.6,157.6,231.39999999999998,316.2,352.3,395.2,452.59999999999997,504.7,552.8,596.3,640.1999999999999,690.9999999999999,742.4999999999999,804.4999999999999,859.9999999999999,912.0999999999999,958.5999999999999,998.0999999999999,1041.1,1083.1,1118.1,1164.6,1209.5,1273.1,1348.5,1421.4,1464.9
2011-03-05,68.5,50.6,93.2,133.7,208.2,208.2,208.2,208.2,282.0,366.8,402.90000000000003,445.8,503.2,555.3,603.4,646.9,690.8,741.5999999999999,793.0999999999999,855.0999999999999,910.5999999999999,962.6999999999999,1009.1999999999999,1048.6999999999998,1091.6999999999998,1133.6999999999998,1168.6999999999998,1215.1999999999998,1260.1,1323.6999999999998,1399.1,1442.6
2011-03-06,68.8,68.5,119.1,161.7,202.2,276.7,276.7,276.7,276.7,350.5,435.3,471.40000000000003,514.3000000000001,571.7,623.8000000000001,671.9000000000001,715.4000000000001,759.3000000000001,810.1,861.6,923.6,979.1,1031.2,1077.7,1117.2,1160.2,1202.2,1237.2,1283.7,1328.6000000000001,1392.2,1435.7
2011-03-07,45.1,68.8,137.3,187.9,230.5,271.0,345.5,345.5,345.5,345.5,419.3,504.1,540.2,583.1,640.5,692.6,740.7,784.2,828.1,878.9,930.4,992.4,1047.9,1100.0,1146.5,1186.0,1229.0,1271.0,1306.0,1352.5,1397.4,1440.9
2011-03-08,44.8,45.1,113.9,182.4,233.0,275.6,316.1,390.6,390.6,390.6,390.6,464.40000000000003,549.2,585.3000000000001,628.2,685.6,737.7,785.8000000000001,829.3000000000001,873.2,924.0,975.5,1037.5,1093.0,1145.1,1191.6,1231.1,1274.1,1316.1,1351.1,1397.6,1441.1
